iter	Logloss
457	0.1477720621
458	0.1477678567
459	0.1477479493
460	0.1477267844
461	0.14767137
462	0.1476679654
463	0.1475998439
464	0.1475787888
465	0.1475690515
466	0.1475448244
467	0.1475015406
468	0.147493232
469	0.1474875539
470	0.147456018
471	0.1474511239
472	0.1474397431
473	0.1474083356
474	0.1473998323
475	0.147396668
476	0.147396597
477	0.1473818457
478	0.1473698378
479	0.1473591776
480	0.1473386492
481	0.1473233172
482	0.1473073432
483	0.147278448
484	0.1472632129
485	0.1472483843
486	0.1472355821
487	0.1472147355
488	0.1472048581
489	0.14716631
490	0.1471564698
491	0.1471529096
492	0.1471528872
493	0.1471449229
494	0.1471339381
495	0.1471236406
496	0.1471168447
497	0.1471061075
498	0.1470769854
499	0.1470730279
500	0.1470489442
501	0.1470172554
502	0.1470143149
503	0.1470142913
504	0.1469869172
505	0.1469412063
506	0.1469190067
507	0.1469038922
508	0.1468780902
509	0.1468595317
510	0.1468431057
511	0.1468222
512	0.1468125305
513	0.146786897
514	0.1467004942
515	0.1466638221
516	0.1466272919
517	0.1466099933
518	0.1465936294
519	0.1465584762
520	0.146528989
521	0.1464992845
522	0.1464667729
523	0.1464484392
524	0.1464258735
525	0.1464258497
526	0.1464144039
527	0.14640129
528	0.1463918023
529	0.1463830878
530	0.146371717
531	0.1463710432
532	0.1463595753
533	0.1463466979
534	0.146329901
535	0.1463243411
536	0.1463072276
537	0.1462925356
538	0.1462440962
539	0.1461980699
540	0.1461578018
541	0.1461415072
542	0.1461414025
543	0.1461327456
544	0.1461239608
545	0.1461117026
546	0.14610652
547	0.1460974648
548	0.1460833106
549	0.1460790319
550	0.146076576
551	0.1460684492
552	0.1460530945
553	0.1460267207
554	0.1460101608
555	0.1459993635
556	0.1459993332
557	0.1459936229
558	0.1459892949
559	0.1459820619
560	0.1459799989
561	0.1459766909
562	0.1459688294
563	0.1459617636
564	0.1459617247
565	0.1459515672
566	0.1459459283
567	0.145943059
568	0.145918545
569	0.1459044279
570	0.1458893939
571	0.1458807117
572	0.1458706412
573	0.1458363395
574	0.1458362948
575	0.1458289082
576	0.1458093757
577	0.1457844229
578	0.1457685111
579	0.1457490102
580	0.1457400019
581	0.1457189665
582	0.145705711
583	0.1456831051
584	0.1456708863
585	0.1456409075
586	0.1456296499
587	0.1456263578
588	0.1456136094
589	0.1456003033
590	0.1455927619
591	0.1455674865
592	0.1455575042
593	0.1455546381
594	0.1455484041
595	0.1455441166
596	0.1455338056
597	0.1455224264
598	0.1455135616
599	0.1455029341
600	0.1454805595
601	0.1454606071
602	0.1454493021
603	0.1454407619
604	0.1454277914
605	0.1454152111
606	0.1454018077
607	0.1453761874
608	0.1453492405
609	0.1453462529
610	0.1453396009
611	0.1453027207
612	0.1452925113
613	0.1452784596
614	0.1452784509
615	0.1452756697
616	0.1452738954
617	0.1452654869
618	0.1452560265
619	0.1452552703
620	0.1452253044
621	0.1452169137
622	0.1452168922
623	0.14520674
624	0.1451657732
625	0.1451409119
626	0.1451385113
627	0.1451329924
628	0.1451039678
629	0.1450988018
630	0.1450790641
631	0.1450789498
632	0.1450649983
633	0.1450430399
634	0.1450257907
635	0.1449880095
636	0.1449743433
637	0.144947601
638	0.1449426483
639	0.1449424454
640	0.1449377112
641	0.1449252144
642	0.1449141472
643	0.1449141466
644	0.1449139963
645	0.1449061013
646	0.1449060346
647	0.144896621
648	0.1448913288
649	0.1448872938
650	0.1448746514
651	0.1448598309
652	0.1448526346
653	0.1448359302
654	0.1448302934
655	0.1448117252
656	0.1448013505
657	0.144794969
658	0.1447925341
659	0.1447921114
660	0.1447898775
661	0.1447768767
662	0.1447670576
663	0.1447444058
664	0.1447378478
665	0.144737836
666	0.1446948901
667	0.1446930556
668	0.144688964
669	0.1446872021
670	0.1446791186
671	0.1446719748
672	0.144661278
673	0.1446612719
674	0.1446567426
675	0.1446411284
676	0.1446345712
677	0.1446190077
678	0.1446051743
679	0.1445878676
680	0.1445833185
681	0.1445807178
682	0.1445785131
683	0.1445717062
684	0.1445716346
685	0.1445645085
686	0.1445531111
687	0.1445397895
688	0.1445327764
689	0.144523576
690	0.144523576
691	0.1445211019
692	0.1445080132
693	0.1445031576
694	0.1444923504
695	0.1444736973
696	0.144473416
697	0.1444468737
698	0.1444391857
699	0.1444389774
700	0.1444335736
701	0.1444220634
702	0.1444106625
703	0.1444069213
704	0.1444002377
705	0.1443877816
706	0.1443629684
707	0.1443587244
708	0.1443538234
709	0.1443518491
710	0.1443517673
711	0.1443405642
712	0.1443313657
713	0.1443233278
714	0.1443205444
715	0.1443117865
716	0.1443081151
717	0.1442927786
718	0.1442927758
719	0.1442866323
720	0.1442820834
721	0.1442781716
722	0.1442733078
723	0.1442714222
724	0.1442714039
725	0.1442672285
726	0.144262779
727	0.1442568101
728	0.1442567989
729	0.1442396673
730	0.1442396097
731	0.1442274123
732	0.1442181731
733	0.1441754869
734	0.1441679821
735	0.144150558
736	0.1441337089
737	0.1441252699
738	0.1441252587
739	0.1440995064
740	0.1440787163
741	0.1440710724
742	0.1440710692
743	0.144068649
744	0.1440590174
745	0.1440478753
746	0.1440477165
747	0.1440375975
748	0.1440296727
749	0.1440264574
750	0.1440217523
751	0.1440173067
752	0.144008714
753	0.1440066301
754	0.1440042756
755	0.144004144
756	0.1440032362
757	0.1440024516
758	0.144002333
759	0.1439969639
760	0.1439968261
761	0.1439949865
762	0.143991834
763	0.143991788
764	0.143991776
765	0.1439917521
766	0.1439916967
767	0.1439916847
768	0.1439911022
769	0.143977591
770	0.1439775836
771	0.143964497
772	0.1439611855
773	0.1439611738
774	0.1439539193
775	0.1439538338
776	0.1439537849
777	0.1439535913
778	0.1439529428
779	0.1439393754
780	0.1439323016
781	0.1439240364
782	0.1439240287
783	0.1439210988
784	0.14391662
785	0.1439127806
786	0.1438969011
787	0.1438782477
788	0.1438744441
789	0.1438744147
790	0.1438596469
791	0.1438378902
792	0.1438331018
793	0.1438267926
794	0.1438177354
795	0.1438173011
796	0.143817076
797	0.1438112601
798	0.143798159
799	0.1437925374
800	0.1437804568
801	0.1437655214
802	0.1437654526
803	0.143758236
804	0.1437476396
805	0.143747576
806	0.1437335722
807	0.1437185661
808	0.1437166352
809	0.1437102377
810	0.1437062325
811	0.1437062199
812	0.1436984998
813	0.1436908248
814	0.1436907832
815	0.1436751592
816	0.1436721247
817	0.1436524103
818	0.1436346493
819	0.1436346295
820	0.1436230865
821	0.1436098654
822	0.143603324
823	0.1435920865
824	0.1435919591
825	0.1435878315
826	0.1435877653
827	0.1435821084
828	0.1435705663
829	0.1435578112
830	0.1435528687
831	0.1435522103
832	0.1435452699
833	0.1435447935
834	0.1435447653
835	0.1435447375
836	0.1435447097
837	0.1435114883
838	0.1434960849
839	0.1434849309
840	0.1434777697
841	0.1434775971
842	0.1434709535
843	0.1434647679
844	0.1434404965
845	0.1434337077
846	0.1434128852
847	0.1434027295
848	0.1434025364
849	0.1434023449
850	0.1434022002
851	0.1433989226
852	0.143398919
853	0.143398919
854	0.1433953888
855	0.1433874099
856	0.1433833113
857	0.1433800125
858	0.1433765327
859	0.1433701736
860	0.1433701517
861	0.1433691145
862	0.143360574
863	0.1433503236
864	0.1433502668
865	0.1433484348
866	0.1433484314
867	0.1433481326
868	0.1433481075
869	0.1433394935
870	0.1433350539
871	0.1433207757
872	0.1433158425
873	0.1433049726
874	0.1433004828
875	0.1432961794
876	0.1432927073
877	0.1432916709
878	0.1432916101
879	0.1432876888
880	0.1432858975
881	0.1432812815
882	0.1432812712
883	0.143281236
884	0.1432811736
885	0.1432786413
886	0.1432786129
887	0.1432772223
888	0.1432772089
889	0.1432766181
890	0.1432714205
891	0.1432700583
892	0.1432700257
893	0.1432694547
894	0.1432674465
895	0.1432612705
896	0.1432595383
897	0.1432466224
898	0.1432406633
899	0.1432406117
900	0.1432401991
901	0.143239284
902	0.1432369868
903	0.1432335241
904	0.1432183951
905	0.1432150424
906	0.1432149757
907	0.1432149547
908	0.1432149342
909	0.143202106
910	0.1432020473
911	0.1431998754
912	0.1431930872
913	0.1431833947
914	0.1431833757
915	0.143183282
916	0.1431832634
917	0.1431722528
918	0.1431648299
919	0.1431647732
920	0.1431612974
921	0.1431612679
922	0.1431580359
923	0.1431573285
924	0.1431560035
925	0.1431559962
926	0.1431559551
927	0.1431545233
928	0.143154479
929	0.1431515592
930	0.1431515186
931	0.1431511289
932	0.1431493543
933	0.1431375646
934	0.1431370191
935	0.1431363959
936	0.1431347354
937	0.1431339793
938	0.143133977
939	0.1431318224
940	0.1431279089
941	0.1431243585
942	0.1431136959
943	0.1431080778
944	0.1430971651
945	0.1430913986
946	0.1430913959
947	0.1430881801
948	0.143087769
949	0.1430866641
950	0.1430865151
951	0.1430864992
952	0.1430837423
953	0.143076484
954	0.1430578021
955	0.1430497037
956	0.143046763
957	0.143046597
958	0.1430463541
959	0.143046328
960	0.1430458981
961	0.143045635
962	0.1430454504
963	0.1430454116
964	0.1430451978
965	0.1430450965
966	0.1430448593
967	0.1430441877
968	0.1430441779
969	0.1430434972
970	0.1430433008
971	0.1430398476
972	0.1430284511
973	0.1430247624
974	0.1430148789
975	0.1430056695
976	0.1430028112
977	0.1429940487
978	0.1429938756
979	0.1429883696
980	0.1429883575
981	0.1429871002
982	0.1429856729
983	0.1429768462
984	0.1429713508
985	0.1429666624
986	0.1429666347
987	0.1429594166
988	0.1429495846
989	0.1429370532
990	0.1429270752
991	0.1429193146
992	0.1429103692
993	0.1429026598
994	0.1428929584
995	0.1428879503
996	0.1428879374
997	0.142881699
998	0.1428730928
999	0.1428567063
